model,fips_state,parameter,element,hyperdistribution,2023-2024,2024-2025,2025-2026
SIR-1S,16,delta_beta_temporal,0,norm,-0.0368555295845158,-0.0403746118496974,-0.0224379815299274
SIR-1S,16,delta_beta_temporal,1,norm,-0.0158139651303206,-0.0038667042696239,0.0003679190031501
SIR-1S,16,delta_beta_temporal,2,norm,0.0108991106108859,0.0585905496759492,0.0015521138588351
SIR-1S,16,delta_beta_temporal,3,norm,0.0877093308494462,0.020689020397944,0.0249891298992637
SIR-1S,16,delta_beta_temporal,4,norm,0.088409511176875,0.0780244566022819,0.139176721722491
SIR-1S,16,delta_beta_temporal,5,norm,-0.1087972324519352,-0.2204054683327549,-0.082163994621967
SIR-1S,16,delta_beta_temporal,6,norm,-0.0874975533609107,-0.0361016572531597,-0.0697378790872176
SIR-1S,16,delta_beta_temporal,7,norm,0.0164512713934188,0.0801489119926366,0.0736495572050266
SIR-1S,16,delta_beta_temporal,8,norm,0.098649983674024,0.0327437520144112,0.0827490713152145
SIR-1S,16,delta_beta_temporal,9,norm,0.0888766208189538,0.0428599561328561,0.0486247435288909
SIR-1S,16,delta_beta_temporal,10,norm,0.0504285982274768,0.0130796504369539,0.0193749302611782
SIR-1S,16,delta_beta_temporal,11,norm,-0.0197592932007448,0.0028605926886283,-0.0180353192705094
SIR-1S,17,rho_h,0,lognorm,0.0027210035259808,0.0081967644244265,0.0045773596566451
SIR-1S,17,f_R,0,norm,0.3172378134946199,0.2683058851858098,0.3033678733804459
SIR-1S,17,f_I,0,lognorm,8.500108993580965e-05,2.640806309263047e-06,1.6710529770917077e-05
SIR-1S,17,beta,0,norm,0.4686234275688928,0.4746589516764273,0.4870357449159818
SIR-1S,17,delta_beta_temporal,0,norm,-0.0634479865367309,-0.0001890619675204,-0.0850572743767482
SIR-1S,17,delta_beta_temporal,1,norm,0.0289116642844942,-0.0313161201561828,-0.0331098382168338
SIR-1S,17,delta_beta_temporal,2,norm,0.0756513810659609,-0.0404565572042613,0.0465166544540362
SIR-1S,17,delta_beta_temporal,3,norm,0.0586287440829638,0.025257539370357,0.0136283702741028
SIR-1S,17,delta_beta_temporal,4,norm,0.1280128102236942,0.2011946525026202,0.2726398333982661
SIR-1S,17,delta_beta_temporal,5,norm,-0.0858184727658375,-0.1350456547568195,-0.1745471253497813
SIR-1S,17,delta_beta_temporal,6,norm,-0.0539886102018299,-0.0176139405673464,-0.1224345620824137
SIR-1S,17,delta_beta_temporal,7,norm,0.0427639824631713,0.0246004907197994,0.0571606022516517
SIR-1S,17,delta_beta_temporal,8,norm,0.1594597927009364,-0.0743562362956775,0.0345986631882979
SIR-1S,17,delta_beta_temporal,9,norm,0.0872191090010715,-0.0706770307470856,-0.0138279004629367
SIR-1S,17,delta_beta_temporal,10,norm,0.103499056088081,-0.0616287551652759,-0.0589036039984737
SIR-1S,17,delta_beta_temporal,11,norm,0.131182185051716,-0.0431318215574431,0.0796432979477237
SIR-1S,18,rho_h,0,lognorm,0.0049134351966034,0.0081759549998353,0.0050464836982457
SIR-1S,18,f_R,0,norm,0.2902983884593016,0.2626625294682533,0.3043211618131157
SIR-1S,18,f_I,0,lognorm,3.9410221404107745e-05,2.834796785781815e-06,3.22087187207099e-05
SIR-1S,18,beta,0,norm,0.4697900285611062,0.4716928321188455,0.4749728386246825
SIR-1S,18,delta_beta_temporal,0,norm,-0.0212775005698988,-0.0394407510100722,-0.0836781689897399
SIR-1S,18,delta_beta_temporal,1,norm,0.0056625378749679,-0.028602213208213,-0.0177407518274696
SIR-1S,18,delta_beta_temporal,2,norm,-0.001435687744079,-0.0575862318013228,0.030454039211748
SIR-1S,18,delta_beta_temporal,3,norm,0.0126544687283729,0.0431616747369395,0.0394397715225599
SIR-1S,18,delta_beta_temporal,4,norm,0.0859991628199026,0.1778342058471154,0.2420839497275365
SIR-1S,18,delta_beta_temporal,5,norm,-0.0848696910463805,-0.2065676027329984,-0.1329458418733805
SIR-1S,18,delta_beta_temporal,6,norm,-0.0127712872301822,0.0235580437620366,-0.1179982139523892
SIR-1S,18,delta_beta_temporal,7,norm,0.0763090747325612,0.1105222210108192,0.0702797463223477
SIR-1S,18,delta_beta_temporal,8,norm,0.0723500850326008,0.0003837388675174,0.0871689700313765
SIR-1S,18,delta_beta_temporal,9,norm,0.0963491243099099,-0.0274181630670735,0.074140808524215
SIR-1S,18,delta_beta_temporal,10,norm,0.0336053041344562,-0.0657775274043036,-0.1121659758680514
SIR-1S,18,delta_beta_temporal,11,norm,0.0815951682579375,-0.0441435498315658,-0.0139896511887176
SIR-1S,19,rho_h,0,lognorm,0.0032243456967485,0.0045112066424292,0.0039404516856495
SIR-1S,19,f_R,0,norm,0.3079139409722001,0.2681415907120561,0.2900938300717514
SIR-1S,19,f_I,0,lognorm,3.0609107853329665e-05,2.366506554622454e-06,7.220590115749367e-06
SIR-1S,19,beta,0,norm,0.4737230653512806,0.476677985976507,0.4865692054574354
SIR-1S,19,delta_beta_temporal,0,norm,-0.0102398873759434,-0.0421422854981619,-0.0466436565942933
SIR-1S,19,delta_beta_temporal,1,norm,0.0107278939875647,-0.0509728137689003,-0.0521039673591856
SIR-1S,19,delta_beta_temporal,2,norm,0.0223740036510153,-0.0360780194091634,-0.0201600911240277
SIR-1S,19,delta_beta_temporal,3,norm,0.0164064361024936,0.0161253366175891,0.0493545039130225
SIR-1S,19,delta_beta_temporal,4,norm,0.0160824925242328,0.1154933120181766,0.2258906250513979
SIR-1S,19,delta_beta_temporal,5,norm,-0.0702538372591063,-0.0125007840632573,-0.0902457661493151
SIR-1S,19,delta_beta_temporal,6,norm,-0.0320776237893548,-0.0174259687286502,-0.0613650751476133
SIR-1S,19,delta_beta_temporal,7,norm,0.0463952520683067,0.1037935280912823,0.0602859102100192
SIR-1S,19,delta_beta_temporal,8,norm,0.1269812470755124,0.0105100570649957,0.0086213997190558
SIR-1S,19,delta_beta_temporal,9,norm,0.0686954072874537,0.069612574126066,0.0409385336908767
SIR-1S,19,delta_beta_temporal,10,norm,0.0401157811333945,-0.018797437408633,-0.0109771426031561
SIR-1S,19,delta_beta_temporal,11,norm,0.0693616606233281,-0.0123127447331392,0.0122013626313043
SIR-1S,20,rho_h,0,lognorm,0.0033688753615428,0.0057808753361202,0.0040566624133849
SIR-1S,20,f_R,0,norm,0.3120257253364984,0.2660612918555968,0.2949353275570679
SIR-1S,20,f_I,0,lognorm,6.877945292303114e-05,4.913048322467791e-06,3.391485464985172e-05
SIR-1S,20,beta,0,norm,0.4691855135354789,0.4746756721908973,0.4775256627295747
SIR-1S,20,delta_beta_temporal,0,norm,-0.0423511532048715,-0.0334828849123275,-0.1067557082283568
SIR-1S,20,delta_beta_temporal,1,norm,0.0033929345166053,-0.0326687072615633,-0.0864158607961802
SIR-1S,20,delta_beta_temporal,2,norm,0.0377912921687014,-0.013013062063572,-0.0350324798810444
SIR-1S,20,delta_beta_temporal,3,norm,0.0200978641639847,0.0487447326941846,0.0657341438202447
SIR-1S,20,delta_beta_temporal,4,norm,0.0613798673681105,0.1011742250459557,0.2595084805246055
SIR-1S,20,delta_beta_temporal,5,norm,-0.0418194896775526,-0.1336757313118588,-0.0981547834686321
SIR-1S,20,delta_beta_temporal,6,norm,-0.0278896417279738,-0.0325407963736046,-0.009514456250836
SIR-1S,20,delta_beta_temporal,7,norm,0.0962357762592454,0.1513502993291624,0.1252124418645162
SIR-1S,20,delta_beta_temporal,8,norm,-0.0061660667802887,0.0100091259991796,0.0568033303622012
SIR-1S,20,delta_beta_temporal,9,norm,0.0890321010585648,0.0211850298521187,0.0049518650113522
SIR-1S,20,delta_beta_temporal,10,norm,0.0452296206600041,-0.0061635655737487,-0.024317206650914
SIR-1S,20,delta_beta_temporal,11,norm,0.0200785523035462,0.0010706392395694,-0.0104776085474221
SIR-1S,21,rho_h,0,lognorm,0.004475725356745,0.0080706961121102,0.0060512871444816
SIR-1S,21,f_R,0,norm,0.3128853620427368,0.2503863772597348,0.290303752561019
SIR-1S,21,f_I,0,lognorm,0.0001063085986751,1.996066234772245e-06,6.755408203144485e-05
SIR-1S,21,beta,0,norm,0.4656255696586318,0.4684906823590422,0.459001069347956
SIR-1S,21,delta_beta_temporal,0,norm,-0.0806814349989643,-0.0268042060464287,-0.1207036712003586
SIR-1S,21,delta_beta_temporal,1,norm,-0.0526782898361112,-0.0253022184689983,-0.0518058488870606
SIR-1S,21,delta_beta_temporal,2,norm,0.0002161127453736,-0.0440489257773943,0.0077205165502052
SIR-1S,21,delta_beta_temporal,3,norm,0.03052450549121,0.0196784750516954,0.0798832772157131
SIR-1S,21,delta_beta_temporal,4,norm,0.1688634070081974,0.2060443874751715,0.2698770521088534
SIR-1S,21,delta_beta_temporal,5,norm,-0.0223957964627898,-0.2040820312208704,-0.1322264070403059
SIR-1S,21,delta_beta_temporal,6,norm,-0.0162926986773015,-0.0683455701719639,-0.0658505404026947
SIR-1S,21,delta_beta_temporal,7,norm,0.0978999903933896,0.164605541978184,0.0230746045399777
SIR-1S,21,delta_beta_temporal,8,norm,0.115656081549431,-0.0597122234988388,0.0665002485463668
SIR-1S,21,delta_beta_temporal,9,norm,0.0294288551978178,0.0528843972613181,0.1070811055042071
SIR-1S,21,delta_beta_temporal,10,norm,0.0999450303830144,0.0372329840010123,-0.1008574443422291
SIR-1S,21,delta_beta_temporal,11,norm,0.0529806342878943,-0.0406259343636091,0.0031116573592747
SIR-1S,22,rho_h,0,lognorm,0.004180669206121,0.0086613350309466,0.0086529305870132
SIR-1S,22,f_R,0,norm,0.3093814389523152,0.2551933344160085,0.2823934563155337
SIR-1S,22,f_I,0,lognorm,0.0001458876043068,1.4523579707399636e-05,0.0001186712758845
SIR-1S,22,beta,0,norm,0.4691793786604779,0.4574940335487576,0.4519055948615627
SIR-1S,22,delta_beta_temporal,0,norm,-0.032448773307901,0.0178214434341539,-0.0827857540790416
SIR-1S,22,delta_beta_temporal,1,norm,0.0249129506517975,0.0235313394190093,0.0152039152690894
SIR-1S,22,delta_beta_temporal,2,norm,0.0088563603910704,-0.059787886527988,-0.039794898208641
SIR-1S,22,delta_beta_temporal,3,norm,0.0191969432399339,0.0093006720474648,0.0763421365962793
SIR-1S,22,delta_beta_temporal,4,norm,0.1291811841980883,0.0828329216977643,0.1599769752446242
SIR-1S,22,delta_beta_temporal,5,norm,-0.0747198137015832,-0.1594250742433402,-0.1641167907715085
SIR-1S,22,delta_beta_temporal,6,norm,-0.0833534837043022,0.0074071823621751,-0.0398489516981971
SIR-1S,22,delta_beta_temporal,7,norm,0.0265598230761931,-0.0644821401397201,0.1148178517561313
SIR-1S,22,delta_beta_temporal,8,norm,0.0609571099732209,-0.0141525504618683,-0.0234593092833557
SIR-1S,22,delta_beta_temporal,9,norm,0.0099415264406742,0.0714067331675601,-0.0532162291908072
SIR-1S,22,delta_beta_temporal,10,norm,0.0613472880205853,-0.0629052119384049,-0.1127304698811891
SIR-1S,22,delta_beta_temporal,11,norm,0.0459592573905058,-0.0454401979350638,0.0249290510579444
SIR-1S,23,rho_h,0,lognorm,0.0036862121833746,0.0060615051755118,0.0041610782831127
SIR-1S,23,f_R,0,norm,0.3021853722791511,0.2904476464048071,0.2840074316012549
SIR-1S,23,f_I,0,lognorm,4.635598390744415e-05,3.4996915377159557e-06,1.2790611683020403e-05
SIR-1S,23,beta,0,norm,0.4687435030658876,0.4826751661580282,0.4834351345391216
SIR-1S,23,delta_beta_temporal,0,norm,-0.0335778210357923,-0.0397991448618019,-0.0411349063708552
SIR-1S,23,delta_beta_temporal,1,norm,-0.019893144041715,-0.0440809891385217,-0.0423124170632589
SIR-1S,23,delta_beta_temporal,2,norm,0.0019806228070184,-0.0344498167957395,-0.0001107658276183
SIR-1S,23,delta_beta_temporal,3,norm,0.004670967625891,0.0151145508474536,0.0506235113119235
SIR-1S,23,delta_beta_temporal,4,norm,0.0454822135586285,0.0950626481764679,0.1790489284884318
SIR-1S,23,delta_beta_temporal,5,norm,-0.0041223594577596,0.0254075005971685,-0.055012684948196
SIR-1S,23,delta_beta_temporal,6,norm,-0.026996689900386,-0.0409298020219924,-0.111197241285684
SIR-1S,23,delta_beta_temporal,7,norm,0.0863553075519649,0.0963913511780302,0.0383765069867698
SIR-1S,23,delta_beta_temporal,8,norm,0.0244330299929852,0.0370216478413022,0.0728475640017455
SIR-1S,23,delta_beta_temporal,9,norm,-0.019968452096766,0.0201059778968969,0.0337879060937895
SIR-1S,23,delta_beta_temporal,10,norm,-0.0074638673153862,0.0357582204781118,0.0131523598513792
SIR-1S,23,delta_beta_temporal,11,norm,0.0374382665595601,0.0475361869605564,0.0039432041675528
SIR-1S,24,rho_h,0,lognorm,0.0024902225297227,0.0061030670574192,0.0034686365546668
SIR-1S,24,f_R,0,norm,0.3073016309322298,0.2818292934045779,0.2890526730227153
SIR-1S,24,f_I,0,lognorm,2.914395606524211e-05,2.372977588384928e-06,2.047276070172251e-05
SIR-1S,24,beta,0,norm,0.479267813503256,0.4841636433107632,0.4776676438085738
SIR-1S,24,delta_beta_temporal,0,norm,-0.0352007254578309,-0.0356005378387584,-0.0358492623135605
SIR-1S,24,delta_beta_temporal,1,norm,-0.0094319899622188,-0.017194733589088,0.0071849710569052
SIR-1S,24,delta_beta_temporal,2,norm,0.0257910152638724,-0.0277562904370141,0.0483035665765274
SIR-1S,24,delta_beta_temporal,3,norm,0.0671979129930167,0.0308887616803597,0.0564614375903075
SIR-1S,24,delta_beta_temporal,4,norm,0.1246711594791197,0.1027606291423574,0.1634796019185586
SIR-1S,24,delta_beta_temporal,5,norm,-0.0708180927494837,-0.0539292309470228,-0.0854892108001141
SIR-1S,24,delta_beta_temporal,6,norm,-0.1015139123915299,-0.0149838001153621,-0.2315723814320427
SIR-1S,24,delta_beta_temporal,7,norm,-0.0209670130460553,0.0867538483563092,-0.0233225253316546
SIR-1S,24,delta_beta_temporal,8,norm,0.1555879312922477,-0.1066602451537268,0.0076423915914755
SIR-1S,24,delta_beta_temporal,9,norm,0.1088695559460806,-0.064792400274155,0.0674335922590819
SIR-1S,24,delta_beta_temporal,10,norm,0.027826723535107,-0.0309553249831408,-0.0057138031156044
SIR-1S,24,delta_beta_temporal,11,norm,0.0640957937446728,0.0296012319886661,0.0252673831550696
SIR-1S,25,rho_h,0,lognorm,0.005616827759353,0.0088280114181149,0.0046497384397291
SIR-1S,25,f_R,0,norm,0.2827842466623849,0.2638262252098941,0.2916424386179715
SIR-1S,25,f_I,0,lognorm,3.5701672387203643e-05,2.414462703751241e-06,2.1623189396536008e-05
SIR-1S,25,beta,0,norm,0.458450811633192,0.4706444524622579,0.4800022229413048
SIR-1S,25,delta_beta_temporal,0,norm,-0.0565844248489782,-0.0232135816477516,-0.0515869942547384
SIR-1S,25,delta_beta_temporal,1,norm,-0.0557055798218079,0.0323166799720822,-0.0378550405237155
SIR-1S,25,delta_beta_temporal,2,norm,0.023900234816748,0.0051146363277638,0.0021314321089227
SIR-1S,25,delta_beta_temporal,3,norm,0.0504730522073424,-0.0533136888762685,0.0929670220084265
SIR-1S,25,delta_beta_temporal,4,norm,0.1281833786684735,0.0595127840151958,0.2315730449546992
SIR-1S,25,delta_beta_temporal,5,norm,-0.0605411589069283,-0.0267673424726952,-0.0940155130667749
SIR-1S,25,delta_beta_temporal,6,norm,-0.1048361246023797,0.019035124004441,-0.2265032349135836
SIR-1S,25,delta_beta_temporal,7,norm,0.0593388705446681,0.0263097354078918,-0.0958027464007951
SIR-1S,25,delta_beta_temporal,8,norm,0.0934556458402214,-0.0042559605560201,0.0322877677081141
SIR-1S,25,delta_beta_temporal,9,norm,0.02559711185472,-0.1211867849110243,0.0389811126732165
SIR-1S,25,delta_beta_temporal,10,norm,0.038839902751785,-0.0757251829363149,0.066680069594511
SIR-1S,25,delta_beta_temporal,11,norm,0.1066295699260558,0.0268300571999456,0.1251333025515244
SIR-1S,26,rho_h,0,lognorm,0.0049672350521194,0.0090015931727319,0.0047679089341142
SIR-1S,26,f_R,0,norm,0.3171828900026165,0.2717479242232683,0.3080473912711211
SIR-1S,26,f_I,0,lognorm,3.2703279673238875e-05,7.297382104766962e-06,6.20867815660243e-05
SIR-1S,26,beta,0,norm,0.4810898653448379,0.4590715504146953,0.4591860978112816
SIR-1S,26,delta_beta_temporal,0,norm,-0.0821414954387702,-0.0264792967282872,-0.1142394968720478
SIR-1S,26,delta_beta_temporal,1,norm,0.0040490669737307,-0.0012520525800278,-0.0101127553392315
SIR-1S,26,delta_beta_temporal,2,norm,0.0486110519952218,-0.0360285378423352,0.0429006346296092
SIR-1S,26,delta_beta_temporal,3,norm,0.0351173511181286,0.0293227077548181,0.1533480114643512
SIR-1S,26,delta_beta_temporal,4,norm,0.0990895522994853,0.1101999639446704,0.2984203233340861
SIR-1S,26,delta_beta_temporal,5,norm,-0.1233678448371139,-0.0860492553804607,-0.0930212572400644
SIR-1S,26,delta_beta_temporal,6,norm,-0.0565352960930759,0.016211058812514,-0.1544215192475765
SIR-1S,26,delta_beta_temporal,7,norm,0.1178461906113125,0.0576271860554026,0.037456858565914
SIR-1S,26,delta_beta_temporal,8,norm,0.1483545734315047,-0.0005778709539836,0.1067960518278554
SIR-1S,26,delta_beta_temporal,9,norm,0.0233939183769194,-0.0616800118684106,0.0400266264280053
SIR-1S,26,delta_beta_temporal,10,norm,0.0959384355018153,0.0138855619383661,-0.0410025848301649
SIR-1S,26,delta_beta_temporal,11,norm,0.1087740397526201,-0.1241979417688175,0.0029540052534555
SIR-1S,27,rho_h,0,lognorm,0.0025292804338046,0.0065175983781657,0.0046782282501209
SIR-1S,27,f_R,0,norm,0.3045808578066417,0.2877428582458174,0.2688842896071042
SIR-1S,27,f_I,0,lognorm,2.8676931712542717e-05,1.7281826628994445e-05,3.2216796229207286e-06
SIR-1S,27,beta,0,norm,0.4701168424604252,0.4775476864804269,0.4879873065319415
SIR-1S,27,delta_beta_temporal,0,norm,-0.0351481766374397,-0.1785114169369116,-0.0526530467688063
SIR-1S,27,delta_beta_temporal,1,norm,0.0120120469911224,-0.1565130324689708,-0.016564658865632
SIR-1S,27,delta_beta_temporal,2,norm,0.0003306038694505,-0.0846676070427717,0.03948158338244
SIR-1S,27,delta_beta_temporal,3,norm,0.0522372667335156,0.0812300728522225,0.1039390702148089
SIR-1S,27,delta_beta_temporal,4,norm,0.0889082997407784,0.2428272930870793,0.1365647310284169
SIR-1S,27,delta_beta_temporal,5,norm,-0.079171082440473,-0.0337248717409621,-0.1689726998808973
SIR-1S,27,delta_beta_temporal,6,norm,-0.0512615503186073,-0.0226541141902227,-0.1886836118439411
SIR-1S,27,delta_beta_temporal,7,norm,0.046499654217693,-0.0323399193205325,-0.0002002376936271
SIR-1S,27,delta_beta_temporal,8,norm,0.0538881829575996,-0.0360513476497633,0.0578873095983715
SIR-1S,27,delta_beta_temporal,9,norm,0.0895735864428858,0.0240016782711667,0.0623351826154145
SIR-1S,27,delta_beta_temporal,10,norm,0.0751343555313177,0.0278279165472643,-0.0636629916262639
SIR-1S,27,delta_beta_temporal,11,norm,0.0309944957085123,0.013419782402582,0.005117158941904
SIR-1S,28,rho_h,0,lognorm,0.0062288643817371,0.0072608171481368,0.005823936956557
SIR-1S,28,f_R,0,norm,0.3047371807949373,0.2852314645661167,0.3061686939049762
SIR-1S,28,f_I,0,lognorm,0.0002106739990179,3.1358812512986004e-05,0.0001183521023881
SIR-1S,28,beta,0,norm,0.4582384417968689,0.4592301359419931,0.4614949129863117
SIR-1S,28,delta_beta_temporal,0,norm,-0.0941031976890143,-0.0504398730461646,-0.0961475195505736
SIR-1S,28,delta_beta_temporal,1,norm,-0.0065085912170112,-0.0093078524448223,-0.0685704835756315
SIR-1S,28,delta_beta_temporal,2,norm,0.0213341059998263,-0.0403001142488227,-0.0145520464495638
SIR-1S,28,delta_beta_temporal,3,norm,0.0426883071390707,0.0135607580038767,0.1213051196200338
SIR-1S,28,delta_beta_temporal,4,norm,0.1827974526454784,0.1601952989604583,0.1487198018345273
SIR-1S,28,delta_beta_temporal,5,norm,-0.0430050788807648,-0.0766131230697333,-0.1023715009970372
SIR-1S,28,delta_beta_temporal,6,norm,-0.0666429623095159,0.128796993341748,-0.0626998414427453
SIR-1S,28,delta_beta_temporal,7,norm,-0.0423775836994632,-0.0018341582812461,0.1683355668863173
SIR-1S,28,delta_beta_temporal,8,norm,0.0134634510917693,-0.079865539622005,0.017785490578548
SIR-1S,28,delta_beta_temporal,9,norm,0.0589242161911739,0.0898707855670067,-0.0369445351424639
SIR-1S,28,delta_beta_temporal,10,norm,0.0769903228943108,-0.0499236674808969,-0.0761694195744383
SIR-1S,28,delta_beta_temporal,11,norm,0.0656910567713834,0.0191600225137694,0.0044589177070066
SIR-1S,29,rho_h,0,lognorm,0.0048964048660574,0.0094243369656039,0.0055974398734969
SIR-1S,29,f_R,0,norm,0.3064284057657429,0.2430206293042748,0.2902018016080216
SIR-1S,29,f_I,0,lognorm,6.952092555264968e-05,2.860671897522934e-06,5.4581979079135086e-05
SIR-1S,29,beta,0,norm,0.4662252715825268,0.462644799099955,0.4675291173120603
SIR-1S,29,delta_beta_temporal,0,norm,-0.087795315165094,-0.0457980315299819,-0.122653041615815
SIR-1S,29,delta_beta_temporal,1,norm,-0.0064332191562209,-0.013912933403171,-0.0628028239992869
SIR-1S,29,delta_beta_temporal,2,norm,0.0267361689786754,-0.0833013415712687,-0.028876470254603
